顾客编号,销售金额,销售日期
2068,42.3,2015-03-212015-03-212015-03-212015-03-212015-03-21
2069,23.4,2015-03-212015-03-21
2070,43.0,2015-03-212015-03-212015-03-212015-03-21
2071,279.7,2015-03-212015-03-212015-03-212015-03-212015-03-212015-03-21
2072,164.5,2015-03-212015-04-082015-04-082015-04-152015-04-26
2073,51.58,2015-03-212015-03-212015-03-212015-03-212015-03-21
2074,53.62,2015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-03-21
2075,48.5,2015-03-212015-03-212015-03-21
2076,9.56,2015-03-212015-03-212015-03-212015-03-21
2077,13.600000000000001,2015-03-212015-03-21
2078,22.18,2015-03-212015-03-212015-03-212015-03-212015-03-21
2079,86.94000000000001,2015-03-212015-03-212015-03-212015-03-232015-03-232015-03-232015-03-242015-03-242015-03-262015-03-302015-03-30
2080,261.96000000000004,2015-03-212015-03-212015-03-212015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-062015-04-062015-04-062015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-152015-04-152015-04-272015-04-272015-04-302015-04-30
2081,70.7,2015-03-212015-03-21
2082,17.9,2015-03-21
2083,25.099999999999998,2015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-22
2084,38.36,2015-03-222015-03-222015-03-222015-03-222015-03-222015-03-22
2085,93.14,2015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-302015-03-302015-03-302015-03-302015-03-302015-03-30
2086,23.67,2015-03-222015-03-222015-03-222015-03-222015-03-222015-03-22
2087,85.1,2015-03-222015-03-222015-03-222015-03-222015-03-222015-03-22
2088,47.05,2015-03-222015-03-22
2089,21.4,2015-03-222015-03-222015-03-222015-03-22
2090,40.6,2015-03-222015-03-222015-03-222015-03-222015-03-222015-03-22
2091,104.7,2015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-232015-03-232015-03-232015-03-242015-03-242015-03-24
2092,39.8,2015-03-222015-03-22
2093,5.199999999999999,2015-03-222015-03-22
2094,36.53,2015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-23
2095,39.08,2015-03-232015-03-232015-03-232015-03-232015-03-232015-03-23
2096,73.8,2015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-23
2097,88.0,2015-03-232015-03-23
2098,30.99,2015-03-232015-03-232015-03-232015-03-232015-03-232015-03-23
2099,133.39000000000001,2015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-23
2100,17.0,2015-03-232015-03-232015-03-23
2101,25.47,2015-03-232015-03-232015-03-232015-03-232015-03-232015-03-23
2102,65.03999999999999,2015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-23
2103,121.18,2015-03-232015-03-232015-03-232015-04-142015-04-142015-04-142015-04-142015-04-142015-04-14
2104,46.66,2015-03-232015-03-232015-04-072015-04-072015-04-072015-04-15
2105,173.42000000000002,2015-03-232015-03-232015-03-252015-03-252015-03-252015-03-252015-03-252015-03-272015-04-072015-04-072015-04-072015-04-192015-04-192015-04-192015-04-192015-04-192015-04-212015-04-212015-04-212015-04-21
2106,10.59,2015-03-23
2107,103.35000000000001,2015-03-242015-03-242015-03-242015-04-022015-04-022015-04-022015-04-022015-04-022015-04-142015-04-14
2108,76.5,2015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-24
2109,29.64,2015-03-242015-03-242015-03-24
2110,249.9,2015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-04-212015-04-212015-04-212015-04-212015-04-21
2111,24.15,2015-03-242015-03-242015-03-24
2112,18.1,2015-03-242015-03-242015-03-24
2113,50.580000000000005,2015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-04-222015-04-22
2114,39.78000000000001,2015-03-242015-03-242015-03-242015-03-24
2115,270.40000000000003,2015-03-242015-03-242015-03-272015-03-272015-04-042015-04-042015-04-172015-04-172015-04-282015-04-282015-04-282015-04-282015-04-282015-04-302015-04-302015-04-302015-04-30
2116,28.9,2015-03-242015-03-24
2117,101.4,2015-03-242015-03-242015-03-242015-03-282015-03-282015-03-282015-03-282015-03-28
2118,131.32000000000002,2015-03-242015-03-242015-03-262015-03-262015-03-262015-03-262015-03-262015-04-152015-04-152015-04-152015-04-152015-04-152015-04-242015-04-242015-04-24
2119,222.0,2015-03-242015-03-24
2120,3.9,2015-03-24
2121,3.72,2015-03-24
2122,106.60000000000001,2015-03-242015-03-252015-03-252015-03-25
2123,157.78999999999996,2015-03-252015-03-252015-03-252015-03-252015-03-252015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-232015-04-232015-04-232015-04-232015-04-242015-04-242015-04-242015-04-242015-04-242015-04-302015-04-302015-04-302015-04-30
2124,47.900000000000006,2015-03-252015-03-252015-03-25
2125,150.44,2015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-25
2126,55.019999999999996,2015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-25
2127,15.579999999999998,2015-03-252015-03-252015-03-252015-03-25
2128,32.47,2015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-25
2129,30.78,2015-03-252015-03-25
2130,29.740000000000002,2015-03-252015-03-252015-03-252015-03-252015-03-252015-03-25
2131,63.8,2015-03-252015-03-25
2132,37.9,2015-03-25
2133,58.16,2015-03-252015-03-252015-03-252015-03-252015-03-252015-04-012015-04-01
2134,139.8,2015-03-252015-03-252015-03-252015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-04
2135,14.7,2015-03-25
2136,28.7,2015-03-252015-03-25
2137,38.3,2015-03-252015-03-252015-03-25
2138,27.299999999999997,2015-03-252015-03-252015-03-252015-03-25
2139,57.57,2015-03-252015-03-252015-03-25
2140,19.03,2015-03-252015-03-25
2141,28.7,2015-03-252015-03-25
2142,17.61,2015-03-252015-03-252015-03-25
2143,6.9,2015-03-25
2144,10.67,2015-03-25
2145,40.21,2015-03-262015-03-262015-03-262015-03-262015-03-262015-03-26
2146,57.0,2015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-26
2147,13.0,2015-03-26
2148,39.900000000000006,2015-03-262015-03-262015-03-262015-03-262015-03-262015-03-26
2149,32.8,2015-03-262015-03-262015-03-26
2150,80.9,2015-03-262015-03-262015-03-262015-03-26
2151,215.47000000000008,2015-03-262015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-07
2152,101.49000000000001,2015-03-272015-03-272015-04-122015-04-12
2153,136.78,2015-03-272015-03-272015-03-272015-03-272015-03-27
2154,103.5,2015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-04-052015-04-052015-04-052015-04-05
2155,20.0,2015-03-272015-03-272015-03-27
2156,119.31000000000002,2015-03-272015-03-272015-03-272015-03-292015-03-292015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-14
2157,37.71,2015-03-272015-03-272015-03-272015-03-272015-04-022015-04-022015-04-02
2158,45.6,2015-03-272015-03-302015-03-302015-03-302015-03-30
2159,170.72000000000003,2015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-03-272015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-112015-04-112015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-192015-04-192015-04-19
2160,17.35,2015-03-272015-03-272015-03-27
2161,19.9,2015-03-27
2162,167.83,2015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
2163,95.50999999999999,2015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-28
2164,97.29999999999998,2015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-28
2165,18.3,2015-03-282015-03-282015-03-282015-03-28
2166,12.9,2015-03-282015-03-282015-03-28
2167,28.81,2015-03-282015-03-282015-03-282015-03-282015-03-28
2168,169.74,2015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-28
2169,44.13,2015-03-282015-03-282015-03-28
2170,22.08,2015-03-282015-03-282015-03-282015-03-282015-03-282015-03-28
2171,19.1,2015-03-282015-03-282015-03-28
2172,88.92,2015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-04-022015-04-042015-04-042015-04-042015-04-042015-04-042015-04-112015-04-112015-04-112015-04-112015-04-11
2173,42.699999999999996,2015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-28
2174,20.3,2015-03-28
2175,44.17999999999999,2015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-29
2176,26.36,2015-03-292015-03-292015-03-29
2177,47.45,2015-03-292015-03-29
2178,18.0,2015-03-292015-03-292015-03-29
2179,109.0,2015-03-292015-03-29
2180,53.56,2015-03-292015-04-152015-04-152015-04-152015-04-152015-04-232015-04-23
2181,13.6,2015-03-292015-03-29
2182,2.34,2015-03-29
2183,129.95000000000002,2015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-30
2184,79.84,2015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-30
2185,191.22000000000003,2015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-152015-04-152015-04-152015-04-15
2186,92.91,2015-03-302015-03-30
2187,32.85,2015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-30
2188,33.56,2015-03-302015-03-302015-03-302015-03-302015-03-30
2189,317.42,2015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-082015-04-082015-04-082015-04-082015-04-172015-04-172015-04-17
2190,33.63,2015-03-302015-03-302015-03-302015-03-302015-03-30
2191,29.6,2015-03-302015-03-302015-03-30
2192,12.62,2015-03-302015-03-302015-03-30
2193,77.30000000000001,2015-03-302015-03-302015-04-062015-04-15
2194,93.25,2015-03-302015-03-302015-03-302015-04-182015-04-182015-04-182015-04-182015-04-18
2195,26.31,2015-03-30
2196,43.0,2015-03-30
2197,138.2,2015-03-302015-03-30
2198,28.9,2015-04-012015-04-01
2199,126.75000000000003,2015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
2200,24.96,2015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
2201,172.7,2015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-242015-04-242015-04-292015-04-29
2202,22.18,2015-04-012015-04-012015-04-01
2203,13.770000000000001,2015-04-012015-04-012015-04-01
2204,132.05,2015-04-012015-04-012015-04-01
2205,77.66,2015-04-012015-04-012015-04-042015-04-04
2206,47.480000000000004,2015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
2207,22.549999999999997,2015-04-012015-04-012015-04-012015-04-01
2208,34.8,2015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
2209,105.98,2015-04-012015-04-012015-04-012015-04-282015-04-282015-04-282015-04-302015-04-30
2210,154.21,2015-04-012015-04-012015-04-012015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-182015-04-182015-04-182015-04-282015-04-282015-04-282015-04-282015-04-28
2211,26.1,2015-04-012015-04-012015-04-012015-04-01
2212,34.53,2015-04-012015-04-012015-04-012015-04-012015-04-012015-04-01
2213,44.599999999999994,2015-04-012015-04-012015-04-01
2214,90.87,2015-04-012015-04-012015-04-012015-04-012015-04-01
2215,19.3,2015-04-012015-04-01
2216,18.1,2015-04-012015-04-012015-04-012015-04-01
2217,72.93,2015-04-012015-04-012015-04-01
2218,33.089999999999996,2015-04-012015-04-01
2219,42.2,2015-04-012015-04-012015-04-01
2220,25.92,2015-04-012015-04-01
2221,52.620000000000005,2015-04-022015-04-022015-04-022015-04-182015-04-182015-04-182015-04-18
2222,74.23,2015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-02
2223,5.52,2015-04-02
2224,8.83,2015-04-022015-04-182015-04-212015-04-21
2225,20.259999999999998,2015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-02
2226,29.2,2015-04-022015-04-022015-04-02
2227,104.70000000000003,2015-04-022015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-18
2228,335.9199999999999,2015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-03
2229,31.8,2015-04-032015-04-032015-04-032015-04-032015-04-032015-04-03
2230,211.82000000000002,2015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-03
2231,49.42,2015-04-032015-04-03
2232,78.37999999999998,2015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-03
2233,73.60000000000001,2015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-03
2234,18.17,2015-04-032015-04-032015-04-032015-04-032015-04-03
2235,35.7,2015-04-032015-04-032015-04-032015-04-03
2236,2.4,2015-04-03
2237,185.10000000000002,2015-04-032015-04-032015-04-032015-04-032015-04-03
2238,17.0,2015-04-032015-04-032015-04-03
2239,50.02,2015-04-032015-04-03
2240,19.419999999999998,2015-04-032015-04-032015-04-032015-04-032015-04-032015-04-03
2241,47.97,2015-04-032015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-05
2242,74.9,2015-04-032015-04-03
2243,21.54,2015-04-032015-04-032015-04-03
2244,21.8,2015-04-03
2245,13.7,2015-04-03
2246,69.6,2015-04-03
2247,70.98,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-04
2248,405.63,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-292015-04-292015-04-29
2249,103.61,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-102015-04-102015-04-102015-04-102015-04-102015-04-10
2250,46.42,2015-04-042015-04-042015-04-042015-04-04
2251,671.5700000000002,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-192015-04-192015-04-192015-04-192015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-23
2252,104.60000000000001,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-04
2253,13.100000000000001,2015-04-042015-04-042015-04-04
2254,20.2,2015-04-042015-04-042015-04-04
2255,90.19,2015-04-042015-04-042015-04-042015-04-082015-04-082015-04-082015-04-082015-04-142015-04-14
2256,55.97,2015-04-042015-04-04
2257,91.74000000000001,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-04
2258,274.88,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-04
2259,134.61,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-04
2260,77.15,2015-04-042015-04-042015-04-042015-04-04
2261,81.27,2015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-25
2262,168.1,2015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-13
2263,184.57999999999998,2015-04-052015-04-052015-04-072015-04-072015-04-07
2264,225.47,2015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-08
2265,115.97999999999999,2015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-05
2266,74.4,2015-04-052015-04-052015-04-052015-04-052015-04-05
2267,28.700000000000003,2015-04-052015-04-052015-04-052015-04-052015-04-052015-04-05
2268,78.53,2015-04-052015-04-052015-04-052015-04-05
2269,48.0,2015-04-052015-04-052015-04-052015-04-05
2270,14.600000000000001,2015-04-052015-04-05
2271,40.38,2015-04-052015-04-052015-04-052015-04-05
2272,5.79,2015-04-05
2273,53.1,2015-04-05
2274,95.91,2015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-132015-04-152015-04-202015-04-202015-04-272015-04-272015-04-27
2275,5.12,2015-04-052015-04-192015-04-192015-04-192015-04-192015-04-19
2276,23.9,2015-04-062015-04-06
2277,132.89000000000001,2015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-14
2278,17.7,2015-04-062015-04-06
2279,65.99,2015-04-062015-04-062015-04-06
2280,11.85,2015-04-062015-04-062015-04-06
2281,43.3,2015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-06
2282,91.7,2015-04-062015-04-062015-04-06
2283,57.620000000000005,2015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-082015-04-082015-04-08
2284,23.94,2015-04-062015-04-062015-04-062015-04-06
2285,55.0,2015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-06
