顾客编号,大类编码,中类编码,小类编码,销售日期,商品编码,规格型号,商品类型,销售数量,销售金额,商品单价,是否促销
1964,23,2303,230399,2015-03-14,DW-2303990145,900ml,一般商品,10.0,25.0,3.9,是
1432,22,2202,220208,2015-03-14,DW-2202080037,散称,一般商品,0.266,16.97,73.8,是
395,12,1201,120102,2015-03-14,DW-1201020013,散称,生鲜,0.275,1.1,4.0,否
395,20,2011,201111,2015-03-14,DW-2011110011,400mL,一般商品,1.0,1.9,1.9,否
1965,12,1201,120106,2015-03-14,DW-1201060010,散称,生鲜,0.24,2.16,9.0,否
1965,15,1508,150899,2015-03-14,DW-1508990010,450g,一般商品,1.0,9.7,9.7,否
1064,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,1.242,37.26,30.0,否
1064,30,3016,301603,2015-03-14,DW-3016030086,40±2张,一般商品,4.0,6.8,1.7,否
231,15,1521,152101,2015-03-14,DW-1521010005,散称,一般商品,1.55,10.51,6.78,否
118,22,2202,220202,2015-03-14,DW-2202020177,散称,一般商品,0.218,9.54,51.6,是
210,10,1004,100402,2015-03-14,DW-1004020001,散称,生鲜,0.618,22.12,35.8,否
1432,15,1521,152101,2015-03-14,DW-1521010002,散称,一般商品,1.11,21.31,19.2,否
834,30,3013,301303,2015-03-14,DW-3013030099,中毛,一般商品,1.0,8.9,8.9,否
1836,23,2307,230704,2015-03-14,DW-2307040050,450ml,一般商品,1.0,4.5,4.5,否
284,15,1521,152101,2015-03-14,DW-1521010005,散称,一般商品,0.6579999999999999,4.46,6.78,否
1442,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,1.4180000000000001,42.54,30.0,否
1977,15,1518,151801,2015-03-14,DW-1518010054,250ml,一般商品,12.0,85.2,7.1,否
1977,22,2201,220112,2015-03-14,DW-2201120134,528g,一般商品,1.0,128.0,128.0,否
609,20,2013,201302,2015-03-14,DW-2013020072,175g,一般商品,1.0,7.7,7.7,否
1965,12,1202,120204,2015-03-14,DW-1202048046,散称,生鲜,0.23199999999999998,2.31,9.96,否
88,12,1201,120102,2015-03-14,DW-1201020044,散称,生鲜,0.6940000000000001,2.75,3.96,否
1972,22,2202,220202,2015-03-14,DW-2202020177,散称,一般商品,0.27399999999999997,12.0,51.6,是
1439,15,1518,151803,2015-03-14,DW-1518030041,125ml*4,一般商品,5.0,45.0,10.8,是
396,12,1203,120313,2015-03-14,DW-1203130449,散称,生鲜,0.514,11.82,23.0,否
1976,22,2201,220111,2015-03-14,DW-2201110208,38g,一般商品,1.0,4.3,4.3,否
1976,22,2202,220208,2015-03-14,DW-2202080030, ,一般商品,0.344,4.7,15.6,是
1970,23,2301,230103,2015-03-14,DW-2301030069,500ml,一般商品,1.0,3.5,3.5,否
1977,21,2105,210507,2015-03-14,DW-2105070034,1050g,一般商品,1.0,80.9,80.9,否
1948,12,1201,120101,2015-03-14,DW-1201010021,散称,生鲜,0.35200000000000004,2.31,6.56,否
1765,20,2013,201306,2015-03-14,DW-2013060039,800g,一般商品,1.0,14.3,14.3,否
31,11,1102,110201,2015-03-14,DW-1102010002,散称,生鲜,0.424,3.38,7.98,否
31,12,1201,120105,2015-03-14,DW-1201050004,散称,生鲜,0.198,1.18,5.98,否
1836,12,1201,120104,2015-03-14,DW-1201040004,散称,生鲜,0.537,3.11,5.8,否
1836,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,0.8320000000000001,24.96,30.0,否
39,15,1510,151099,2015-03-14,DW-1510990006,500g,一般商品,1.0,5.9,9.3,是
21,15,1505,150501,2015-03-14,DW-1505010015,200g,一般商品,1.0,4.5,4.5,否
21,15,1521,152101,2015-03-14,DW-1521010005,散称,一般商品,0.759,5.15,6.78,否
269,30,3016,301603,2015-03-14,DW-3016030048,1000g,一般商品,1.0,12.9,17.7,是
1976,22,2204,220402,2015-03-14,DW-2204020061,150g,一般商品,1.0,3.5,3.7,否
782,21,2104,210401,2015-03-14,DW-2104010042,75g,一般商品,1.0,7.3,7.3,否
231,20,2009,200902,2015-03-14,DW-2009020012,400g,一般商品,1.0,2.3,2.3,否
1836,12,1201,120102,2015-03-14,DW-1201020045,散称,生鲜,0.196,1.49,7.6,否
1061,15,1518,151803,2015-03-14,DW-1518030013,250ml*12,一般商品,1.0,78.0,78.0,否
1964,22,2201,220199,2015-03-14,DW-2201990055,散称,一般商品,0.41,16.32,39.8,否
1432,13,1308,130803,2015-03-14,DW-1308030035,个,生鲜,2.0,2.0,1.0,否
119,20,2011,201104,2015-03-14,DW-2011040002,500ml,一般商品,1.0,11.3,11.3,否
88,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,0.698,20.94,30.0,否
736,15,1501,150199,2015-03-14,DW-1501990031,100g,一般商品,3.0,14.7,4.9,否
1061,12,1201,120104,2015-03-14,DW-1201040022,散称,生鲜,0.6920000000000001,7.32,5.6,否
1061,12,1201,120106,2015-03-14,DW-1201060003,散称,生鲜,0.494,3.24,6.56,否
12,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,0.792,23.76,30.0,否
1970,22,2205,220503,2015-03-14,DW-2205030093,散称,一般商品,0.65,12.8,23.8,是
1765,22,2205,220502,2015-03-14,DW-2205020048,散称,一般商品,0.638,7.0,11.8,是
609,30,3006,300601,2015-03-14,DW-3006010043,508g,一般商品,1.0,4.9,4.9,否
47,12,1201,120101,2015-03-14,DW-1201010395,散称,生鲜,0.436,2.62,6.0,否
1439,15,1517,151704,2015-03-14,DW-1517040002,35g*10,一般商品,1.0,8.3,8.3,否
31,11,1103,110302,2015-03-14,DW-1103020066,散称,生鲜,0.136,4.08,30.0,否
31,12,1202,120201,2015-03-14,DW-1202018269,块,生鲜,1.0,2.0,2.0,否
31,22,2203,220399,2015-03-14,DW-2203990076,30g,一般商品,1.0,2.9,2.9,否
936,22,2210,221005,2015-03-14,DW-2210050008,78ml,一般商品,1.0,0.8,0.8,否
396,12,1203,120307,2015-03-14,DW-1203070022,散称,生鲜,0.738,4.4,5.96,否
644,12,1201,120104,2015-03-14,DW-1201040049,散称,生鲜,0.32,1.86,5.8,否
269,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,1.046,8.3,30.0,否
1976,22,2203,220302,2015-03-14,DW-2203020181,104g,一般商品,1.0,7.5,7.5,否
914,22,2202,220205,2015-03-14,DW-2202050065,200g,一般商品,1.0,6.7,6.7,否
914,23,2306,230604,2015-03-14,DW-2306040006,600ml,一般商品,1.0,4.0,4.0,否
231,12,1201,120102,2015-03-14,DW-1201020042,散称,生鲜,0.36200000000000004,2.82,7.8,否
93,12,1201,120101,2015-03-14,DW-1201010021,散称,生鲜,0.45899999999999996,3.01,6.56,否
1948,10,1001,100101,2015-03-14,DW-1001010194,散称,生鲜,0.384,11.44,29.8,否
834,30,3006,300604,2015-03-14,DW-3006040012,118g,一般商品,1.0,2.7,2.7,否
1869,12,1201,120102,2015-03-14,DW-1201020008,散称,生鲜,0.273,1.58,5.8,否
1964,22,2210,221005,2015-03-14,DW-2210050035,78ml,一般商品,1.0,1.0,1.0,否
1432,12,1201,120104,2015-03-14,DW-1201040049,散称,生鲜,0.34600000000000003,2.01,5.8,否
395,15,1505,150501,2015-03-14,DW-1505010115,330ml,一般商品,3.0,11.7,6.0,是
1288,12,1201,120102,2015-03-14,DW-1201020018,散称,生鲜,0.442,2.46,5.56,否
1963,12,1201,120102,2015-03-14,DW-1201020008,散称,生鲜,0.27,1.57,5.8,否
210,12,1201,120101,2015-03-14,DW-1201010001,散称,生鲜,0.392,2.18,5.56,否
126,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,0.32799999999999996,9.84,30.0,否
12,12,1201,120104,2015-03-14,DW-1201040004,散称,生鲜,0.91,5.28,5.8,否
1970,23,2301,230103,2015-03-14,DW-2301030046,330ml,一般商品,1.0,2.3,2.3,否
24,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,1.4,42.0,30.0,否
578,12,1201,120101,2015-03-14,DW-1201010025,散称,生鲜,0.304,1.2,3.96,否
1967,12,1201,120102,2015-03-14,DW-1201020008,散称,生鲜,0.308,1.79,5.8,否
758,12,1201,120102,2015-03-14,DW-1201020008,散称,生鲜,0.371,2.15,5.8,否
804,20,2005,200501,2015-03-14,DW-2005010007,250g,一般商品,1.0,3.3,3.3,否
1970,22,2203,220302,2015-03-14,DW-2203020258,51g,一般商品,1.0,2.5,2.5,否
1970,23,2309,230901,2015-03-14,DW-2309010084,2.5%500ml,一般商品,1.0,5.0,5.0,否
24,12,1201,120102,2015-03-14,DW-1201020010,散称,生鲜,0.508,1.93,3.8,否
87,30,3013,301301,2015-03-14,DW-3013010718,100g,一般商品,1.0,13.7,13.7,否
87,30,3016,301603,2015-03-14,DW-3016030105,140g*10,一般商品,1.0,17.9,24.9,是
758,12,1201,120102,2015-03-14,DW-1201020045,散称,生鲜,0.406,3.09,7.6,否
758,12,1201,120104,2015-03-14,DW-1201040018,散称,生鲜,0.31,2.36,7.6,否
47,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,-0.318,-9.54,30.0,否
644,12,1201,120104,2015-03-14,DW-1201040035,散称,生鲜,0.19399999999999998,1.86,9.6,否
1975,15,1505,150501,2015-03-14,DW-1505010033,100g*8,一般商品,1.0,9.9,13.2,是
1975,23,2306,230604,2015-03-14,DW-2306040039,1L,一般商品,1.0,6.0,6.0,否
269,31,3105,310502,2015-03-14,DW-3105020251,7,一般商品,1.0,15.0,15.0,否
1976,22,2204,220402,2015-03-14,DW-2204020059,218g,一般商品,1.0,4.9,4.9,否
1948,12,1201,120102,2015-03-14,DW-1201020721,散称,生鲜,0.82,2.78,5.0,否
284,12,1203,120313,2015-03-14,DW-1203130446,散称,生鲜,0.602,18.06,30.0,否
1975,22,2206,220607,2015-03-14,DW-2206070129,95g,一般商品,1.0,4.0,4.0,否
1976,12,1205,120501,2015-03-14,DW-1205010195,散称,生鲜,0.184,9.2,50.0,否
1976,22,2201,220109,2015-03-14,DW-2201090025,65g,一般商品,1.0,1.5,1.5,否
1288,12,1201,120101,2015-03-14,DW-1201010021,散称,生鲜,0.41100000000000003,2.7,6.56,否
1288,12,1202,120204,2015-03-14,DW-1202048046,散称,生鲜,0.504,5.02,9.96,否
1836,12,1201,120102,2015-03-14,DW-1201020044,散称,生鲜,0.608,2.41,3.96,否
1836,12,1201,120103,2015-03-14,DW-1201030018,散称,生鲜,0.644,0.95,1.48,否
1288,12,1203,120307,2015-03-14,DW-1203070022,散称,生鲜,1.444,8.61,5.96,否
1177,15,1521,152101,2015-03-14,DW-1521010005,散称,一般商品,0.9520000000000001,6.45,6.78,否
1240,12,1201,120104,2015-03-15,DW-1201040035,散称,生鲜,0.266,2.55,9.6,否
1240,12,1203,120303,2015-03-15,DW-1203030184,散称,生鲜,0.78,3.12,4.0,否
1240,30,3008,300801,2015-03-15,DW-3008010512,500ml,一般商品,1.0,46.9,46.9,否
1774,12,1201,120102,2015-03-15,DW-1201020045,散称,生鲜,0.47,3.57,7.6,否
682,20,2011,201103,2015-03-15,DW-2011030027,500ml,一般商品,1.0,7.9,11.3,是
1978,22,2206,220606,2015-03-15,DW-2206060058,30g,一般商品,1.0,5.9,5.9,否
1969,12,1201,120104,2015-03-15,DW-1201040010,散称,生鲜,0.33799999999999997,0.87,2.58,否
210,12,1201,120101,2015-03-15,DW-1201010005,散称,生鲜,0.273,1.58,5.8,否
1246,33,3321,332103,2015-03-15,DW-3321030105,7538,一般商品,1.0,1.7,1.7,否
12,12,1203,120313,2015-03-15,DW-1203130446,散称,生鲜,0.8079999999999999,24.24,30.0,否
757,12,1203,120313,2015-03-15,DW-1203130446,散称,生鲜,0.34,10.2,30.0,否
1979,22,2206,220699,2015-03-15,DW-2206990121,45g,一般商品,1.0,1.2,1.2,否
1104,22,2206,220603,2015-03-15,DW-2206030071,100g,一般商品,3.0,15.9,5.3,否
270,22,2207,220711,2015-03-15,DW-2207110008,32g,一般商品,1.0,3.7,3.7,否
763,12,1203,120306,2015-03-15,DW-1203060093,散称,生鲜,0.99,31.48,31.8,否
1840,31,3122,312205,2015-03-15,DW-3122050066,78,一般商品,1.0,9.5,16.9,是
1240,12,1201,120104,2015-03-15,DW-1201040004,散称,生鲜,0.534,3.1,5.8,否
1774,12,1201,120107,2015-03-15,DW-1201070001,散称,生鲜,0.7020000000000001,3.51,5.0,否
1953,12,1203,120313,2015-03-15,DW-1203130446,散称,生鲜,2.294,68.82,30.0,否
1978,22,2205,220599,2015-03-15,DW-2205990150,75g,一般商品,1.0,2.9,4.3,是
1978,22,2205,220599,2015-03-15,DW-2205990151,75g,一般商品,1.0,2.9,4.3,是
1969,15,1521,152101,2015-03-15,DW-1521010005,散称,一般商品,0.7340000000000001,4.98,6.78,否
450,12,1201,120102,2015-03-15,DW-1201020029,散称,生鲜,0.574,2.27,3.96,否
538,22,2204,220403,2015-03-15,DW-2204030358,310g,一般商品,1.0,18.9,18.9,否
538,22,2205,220515,2015-03-15,DW-2205150035,144g,一般商品,1.0,8.9,8.9,否
1246,22,2203,220399,2015-03-15,DW-2203990006,90g,一般商品,1.0,5.5,5.5,否
12,12,1201,120102,2015-03-15,DW-1201020029,散称,生鲜,0.377,2.0,3.96,否
1330,15,1501,150105,2015-03-15,DW-1501050015,250g,一般商品,1.0,23.7,23.7,否
1979,22,2202,220299,2015-03-15,DW-2202990016,210g,一般商品,1.0,9.9,9.9,否
1104,33,3325,332501,2015-03-15,DW-3325010036,5508,一般商品,1.0,2.3,2.3,否
270,22,2205,220513,2015-03-15,DW-2205130054,150g,一般商品,1.0,5.2,5.2,否
573,20,2006,200605,2015-03-15,DW-2006050003,5kg,一般商品,1.0,35.9,35.9,否
1840,12,1201,120105,2015-03-15,DW-1201050255,散称,生鲜,0.298,2.86,9.6,否
1041,13,1308,130801,2015-03-15,DW-1308010192,个,生鲜,4.0,2.0,0.5,否
1980,23,2303,230304,2015-03-15,DW-2303040061,1.25kg,一般商品,1.0,13.7,13.7,否
1774,12,1201,120103,2015-03-15,DW-1201030018,散称,生鲜,0.478,0.71,1.48,否
871,22,2205,220513,2015-03-15,DW-2205130055,260g,一般商品,1.0,9.3,9.3,否
231,15,1505,150501,2015-03-15,DW-1505010096,350ml,一般商品,1.0,5.5,6.0,是
1246,22,2202,220208,2015-03-15,DW-2202080013,散称,一般商品,0.27,4.8,31.8,是
954,20,2006,200601,2015-03-15,DW-2006010003,散称,一般商品,4.904,27.36,5.58,否
1757,20,2014,201401,2015-03-15,DW-2014010015,60g,一般商品,1.0,0.5,0.5,否
548,30,3018,301802,2015-03-15,DW-3018020074,1片,一般商品,1.0,2.5,2.5,否
1185,31,3119,311907,2015-03-15,DW-3119070094,JY3446,一般商品,1.0,9.0,9.0,否
400,12,1201,120102,2015-03-15,DW-1201020017,散称,生鲜,0.588,1.51,2.56,否
400,12,1201,120104,2015-03-15,DW-1201040026,散称,生鲜,0.682,1.35,1.98,否
846,30,3011,301101,2015-03-15,DW-3011013178,90ml,一般商品,1.0,7.9,7.9,否
1981,12,1203,120302,2015-03-15,DW-1203020172,散称,生鲜,1.092,13.08,11.98,否
1024,12,1201,120105,2015-03-15,DW-1201050004,散称,生鲜,0.125,0.75,5.98,否
1024,31,3107,310701,2015-03-15,DW-3107010019,W-187-780,一般商品,1.0,3.9,10.0,是
1170,15,1517,151701,2015-03-15,DW-1517010003,60g*10,一般商品,1.0,13.9,16.3,是
1900,22,2204,220405,2015-03-15,DW-2204050120,散称,一般商品,0.41600000000000004,7.4,25.8,是
1436,20,2005,200501,2015-03-15,DW-2005010184,800g,一般商品,2.0,7.8,5.3,是
757,12,1201,120104,2015-03-15,DW-1201040035,散称,生鲜,0.41200000000000003,3.96,9.6,否
1979,22,2201,220106,2015-03-15,DW-2201060002,225g,一般商品,1.0,4.7,4.7,否
682,12,1201,120101,2015-03-15,DW-1201010005,散称,生鲜,0.39399999999999996,1.96,5.8,否
1978,22,2206,220605,2015-03-15,DW-2206050018,40g,一般商品,1.0,6.9,6.9,否
274,15,1505,150501,2015-03-15,DW-1505010009,450g,一般商品,1.0,11.8,11.8,否
274,20,2008,200803,2015-03-15,DW-2008030006,100g,一般商品,1.0,4.3,4.3,否
1757,20,2015,201505,2015-03-15,DW-2015050015,198g,一般商品,1.0,8.9,8.9,否
1575,12,1201,120101,2015-03-15,DW-1201010025,散称,生鲜,0.153,0.61,3.96,否
1982,12,1201,120102,2015-03-15,DW-1201020005,散称,生鲜,0.20199999999999999,1.33,6.56,否
1983,12,1205,120501,2015-03-15,DW-1205010017,散称,生鲜,0.5,1.0,2.0,否
450,12,1203,120313,2015-03-15,DW-1203130446,散称,生鲜,0.534,16.02,30.0,否
450,22,2202,220208,2015-03-15,DW-2202080037,散称,一般商品,0.13,8.28,73.8,是
231,10,1001,100101,2015-03-15,DW-1001010196,散称,生鲜,1.16,32.25,27.8,否
204,12,1201,120102,2015-03-15,DW-1201020013,散称,生鲜,0.33399999999999996,1.34,4.0,否
204,22,2205,220501,2015-03-15,DW-2205010018,128g,一般商品,1.0,18.5,23.5,是
1170,22,2205,220503,2015-03-15,DW-2205030078,70g,一般商品,1.0,2.3,2.3,否
608,30,3018,301805,2015-03-15,DW-3018050009,4P,一般商品,1.0,8.9,8.9,否
210,12,1201,120101,2015-03-15,DW-1201010001,散称,生鲜,0.345,1.92,5.56,否
1246,12,1202,120204,2015-03-15,DW-1202048078,散称,生鲜,0.34600000000000003,1.73,5.0,否
168,12,1201,120104,2015-03-15,DW-1201040036,散称,生鲜,0.55,0.99,1.8,否
1900,20,2013,201302,2015-03-15,DW-2013020094,210g,一般商品,1.0,6.0,6.7,是
1900,22,2205,220513,2015-03-15,DW-2205130087,75g,一般商品,1.0,2.9,4.3,是
52,15,1521,152101,2015-03-15,DW-1521010005,散称,一般商品,2.892,19.61,6.78,否
757,12,1201,120102,2015-03-15,DW-1201020008,散称,生鲜,0.284,1.65,5.8,否
1631,10,1001,100101,2015-03-15,DW-1001010194,散称,生鲜,0.192,5.72,29.8,否
400,12,1201,120104,2015-03-15,DW-1201040003,散称,生鲜,0.16,0.8,4.98,否
1024,20,2009,200902,2015-03-15,DW-2009020012,400g,一般商品,1.0,2.3,2.3,否
167,12,1201,120106,2015-03-15,DW-1201060003,散称,生鲜,0.19,1.25,6.56,否
1170,22,2202,220208,2015-03-15,DW-2202080030, ,一般商品,0.486,6.7,15.6,是
168,12,1201,120101,2015-03-15,DW-1201010004,散称,生鲜,0.387,2.17,5.6,否
1980,15,1508,150801,2015-03-15,DW-1508010007,216g,一般商品,1.0,5.7,5.7,否
1640,20,2005,200501,2015-03-15,DW-2005010080,500g,一般商品,1.0,4.8,5.3,否
450,12,1201,120104,2015-03-15,DW-1201040010,散称,生鲜,0.634,1.64,2.58,否
204,12,1203,120306,2015-03-15,DW-1203060093,散称,生鲜,0.51,16.22,31.8,否
204,22,2202,220205,2015-03-15,DW-2202050141,散称,一般商品,0.39399999999999996,4.62,17.8,是
461,15,1505,150501,2015-03-15,DW-1505010116,90g*（12+4),一般商品,1.0,15.9,21.9,是
1246,22,2202,220208,2015-03-15,DW-2202080030, ,一般商品,0.37,5.1,15.6,是
1774,12,1202,120201,2015-03-15,DW-1202018267,块,生鲜,2.0,3.0,1.5,否
1978,22,2206,220605,2015-03-15,DW-2206050070,40g,一般商品,1.0,7.3,7.3,否
954,12,1201,120109,2015-03-15,DW-1201090032,散称,生鲜,0.185,1.47,7.96,否
274,12,1201,120105,2015-03-15,DW-1201050255,散称,生鲜,0.44,4.22,9.6,否
1757,20,2005,200501,2015-03-15,DW-2005010184,800g,一般商品,1.0,3.9,5.3,是
1537,23,2303,230302,2015-03-15,DW-2303020014,1.5L,一般商品,1.0,8.7,8.7,否
1559,12,1201,120101,2015-03-15,DW-1201010001,散称,生鲜,0.361,2.01,5.56,否
682,12,1201,120101,2015-03-15,DW-1201010004,散称,生鲜,0.424,2.37,5.6,否
682,12,1203,120313,2015-03-15,DW-1203130446,散称,生鲜,1.094,32.82,30.0,否
1978,21,2106,210601,2015-03-15,DW-2106010189,牛魔空版,12g*8,,1.0,9.9,9.9
1978,21,2106,210699,2015-03-15,DW-2106990042,500g,一般商品,1.0,30.7,30.7,否
1983,12,1202,120201,2015-03-15,DW-1202018073,散称,生鲜,1.297,3.84,2.96,否
1981,12,1203,120303,2015-03-15,DW-1203030155,散称,生鲜,1.84,22.04,11.98,否
1104,12,1203,120302,2015-03-15,DW-1203020172,散称,生鲜,0.54,6.47,11.98,否
167,12,1201,120104,2015-03-15,DW-1201040004,散称,生鲜,0.62,3.6,5.8,否
538,22,2205,220511,2015-03-15,DW-2205110026,103g,一般商品,1.0,3.5,3.5,否
1246,12,1203,120313,2015-03-15,DW-1203130446,散称,生鲜,1.224,36.72,30.0,否
1969,22,2201,220106,2015-03-15,DW-2201060041,500g,一般商品,1.0,13.9,13.9,否
270,12,1203,120313,2015-03-15,DW-1203130449,散称,生鲜,0.292,2.0,23.0,否
763,15,1511,151103,2015-03-15,DW-1511030004,605g,一般商品,1.0,15.3,15.3,否
838,22,2201,220107,2015-03-15,DW-2201070117,散称,一般商品,0.154,1.8,19.6,是
1900,30,3016,301608,2015-03-15,DW-3016080263,450张*8,一般商品,1.0,12.9,14.9,是
1246,33,3319,331903,2015-03-15,DW-3319030237,AH-2001,一般商品,1.0,1.5,1.5,否
231,12,1201,120101,2015-03-15,DW-1201010005,散称,生鲜,0.498,2.89,5.8,否
1640,23,2314,231401,2015-03-15,DW-2314010003,38%110ml,一般商品,1.0,8.3,8.3,否
538,22,2206,220605,2015-03-15,DW-2206050164,50g,一般商品,1.0,5.9,5.9,否
1559,10,1001,100104,2015-03-15,DW-1001040131,散称,生鲜,1.784,42.46,23.8,否
1230,22,2208,220802,2015-03-15,DW-2208020024,13.5g,一般商品,1.0,1.5,1.5,否
682,10,1001,100101,2015-03-15,DW-1001010191,散称,生鲜,0.38,11.32,29.8,否
12,10,1004,100401,2015-03-15,DW-1004010015,只,生鲜,1.0,10.8,10.8,否
1979,20,2007,200709,2015-03-15,DW-2007090052,275g,一般商品,1.0,5.7,5.7,否
1979,22,2206,220603,2015-03-15,DW-2206030158,20g,一般商品,2.0,2.4,1.2,否
1185,22,2212,221202,2015-03-15,DW-2212020456,612g,一般商品,1.0,23.0,23.0,否
1059,23,2306,230604,2015-03-15,DW-2306040047,500ml,一般商品,1.0,2.5,2.5,否
1983,23,2309,230901,2015-03-15,DW-2309010115,9%580ml,一般商品,4.0,10.0,2.5,否
532,20,2009,200903,2015-03-15,DW-2009030002,散称,一般商品,1.0,6.8,6.8,否
400,20,2001,200105,2015-03-15,DW-2001050005,26g,一般商品,1.0,0.5,0.5,否
400,12,1203,120307,2015-03-15,DW-1203070022,散称,生鲜,1.521,9.07,5.96,否
400,20,2001,200105,2015-03-15,DW-2001050012,25g,一般商品,1.0,0.5,0.5,否
1104,12,1203,120306,2015-03-15,DW-1203060094,散称,生鲜,0.496,5.74,9.96,否
1240,12,1201,120104,2015-03-15,DW-1201040043,散称,生鲜,0.18600000000000003,1.67,9.0,否
1537,23,2301,230103,2015-03-15,DW-2301030069,500ml,一般商品,1.0,3.5,3.5,否
231,12,1201,120103,2015-03-15,DW-1201030018,散称,生鲜,0.258,0.38,1.48,否
1104,12,1203,120302,2015-03-15,DW-1203020172,散称,生鲜,0.87,10.42,11.98,否
1104,12,1203,120313,2015-03-15,DW-1203130446,散称,生鲜,0.644,19.32,30.0,否
167,12,1201,120102,2015-03-15,DW-1201020022,散称,生鲜,0.596,3.91,6.56,否
1170,22,2203,220302,2015-03-15,DW-2203020188,104g,一般商品,2.0,15.0,7.5,否
270,22,2201,220106,2015-03-15,DW-2201060001,120g,一般商品,1.0,2.7,2.7,否
168,30,3016,301608,2015-03-15,DW-3016080218,200抽*6,一般商品,1.0,15.9,19.9,是
1170,12,1201,120105,2015-03-15,DW-1201050255,散称,生鲜,0.10400000000000001,1.0,9.6,否
1170,22,2205,220503,2015-03-15,DW-2205030014,85g,一般商品,1.0,3.5,3.5,否
608,30,3018,301801,2015-03-15,DW-3018010150,5片,一般商品,3.0,17.7,5.9,否
573,20,2006,200602,2015-03-15,DW-2006020113,5kg,一般商品,1.0,69.0,80.9,是
168,30,3016,301602,2015-03-15,DW-3016020007,400张,一般商品,1.0,4.2,5.9,是
838,12,1203,120306,2015-03-15,DW-1203060093,散称,生鲜,0.496,15.77,31.8,否
763,30,3016,301606,2015-03-15,DW-3016060021,10包,一般商品,1.0,7.9,7.9,否
1984,30,3006,300602,2015-03-15,DW-3006020301,1200g,一般商品,1.0,29.9,39.9,是
682,12,1201,120102,2015-03-15,DW-1201020042,散称,生鲜,0.32,2.5,7.8,否
1470,20,2008,200806,2015-03-15,DW-2008060043,散称,一般商品,0.132,3.43,26.0,否
1840,31,3122,312205,2015-03-15,DW-3122050061,6264,一般商品,1.0,4.5,8.0,是
450,12,1203,120313,2015-03-15,DW-1203130449,散称,生鲜,0.35200000000000004,8.1,23.0,否
1330,15,1505,150504,2015-03-15,DW-1505040050,100ml*5,一般商品,1.0,11.0,11.0,否
204,20,2007,200711,2015-03-15,DW-2007110001,散称,一般商品,0.192,4.15,21.6,否
210,12,1201,120104,2015-03-15,DW-1201040035,散称,生鲜,0.256,2.46,9.6,否
538,22,2205,220504,2015-03-15,DW-2205040009,130g,一般商品,1.0,18.9,18.9,否
538,22,2206,220605,2015-03-15,DW-2206050163,50g,一般商品,1.0,5.9,5.9,否
1246,33,3319,331905,2015-03-15,DW-3319050088,1370,一般商品,1.0,2.5,2.5,否
1185,22,2212,221202,2015-03-15,DW-2212020424,500g,一般商品,1.0,28.0,28.0,否
1982,12,1201,120102,2015-03-15,DW-1201020721,散称,生鲜,0.41200000000000003,2.06,5.0,否
1982,12,1203,120313,2015-03-15,DW-1203130446,散称,生鲜,0.602,18.06,30.0,否
1631,12,1201,120104,2015-03-15,DW-1201040026,散称,生鲜,0.5660000000000001,1.12,1.98,否
400,12,1203,120303,2015-03-15,DW-1203030153,散称,生鲜,0.8240000000000001,2.6,3.16,否
1840,15,1505,150504,2015-03-15,DW-1505040001,100g*8,一般商品,1.0,8.9,12.9,是
